Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Hiếu,16996
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Đức,17020
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa An,17023
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Long,17026
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Lộc,17029
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Khánh,17032
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Thị trấn Quỳ Hợp,17035
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Yên Hợp,17038
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Châu Tiến,17041
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Châu Hồng,17044
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Đồng Hợp,17047
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Châu Thành,17050
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Liên Hợp,17053
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Châu Lộc,17056
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Tam Hợp,17059
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Châu Cường,17062
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Châu Quang,17065
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Thọ Hợp,17068
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Minh Hợp,17071
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Nghĩa Xuân,17074
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Châu Thái,17077
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Châu Đình,17080
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Văn Lợi,17083
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Nam Sơn,17086
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Châu Lý,17089
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Hạ Sơn,17092
Tỉnh Nghệ An,40,Huyện Quỳ Hợp,420,Xã Bắc Sơn,17095
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Thị trấn Cầu Giát,17098
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Thắng,17101
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Tân,17119
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Châu,17122
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Tân Sơn,17140
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Văn,17143
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Ngọc Sơn,17146
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Tam,17149
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Hoa,17152
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Thạch,17155
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Bảng,17158
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Mỹ,17161
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Thanh,17164
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Hậu,17167
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Lâm,17170
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Đôi,17173
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Lương,17176
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Hồng,17179
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Yên,17182
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Bá,17185
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Minh,17188
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Diễn,17191
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Hưng,17194
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Giang,17197
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Ngọc,17200
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Nghĩa,17203
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã An Hòa,17206
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Tiến Thủy,17209
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Sơn Hải,17212
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Thọ,17215
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Thuận,17218
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Quỳnh Long,17221
Tỉnh Nghệ An,40,Huyện Quỳnh Lưu,421,Xã Tân Thắng,17224
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Thị trấn Con Cuông,17227
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Bình Chuẩn,17230
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Lạng Khê,17233
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Cam Lâm,17236
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Thạch Ngàn,17239
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Đôn Phục,17242
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Mậu Đức,17245
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Châu Khê,17248
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Chi Khê,17251
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Bồng Khê,17254
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Yên Khê,17257
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Lục Dạ,17260
Tỉnh Nghệ An,40,Huyện Con Cuông,422,Xã Môn Sơn,17263
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Thị trấn Tân Kỳ,17266
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Tân Hợp,17269
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Tân Phú,17272
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Tân Xuân,17275
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Giai Xuân,17278
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Nghĩa Bình,17281
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Nghĩa Đồng,17284
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Đồng Văn,17287
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Nghĩa Thái,17290
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Nghĩa Hợp,17293
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Nghĩa Hoàn,17296
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Nghĩa Phúc,17299
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Tiên Kỳ,17302
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Tân An,17305
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Nghĩa Dũng,17308
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Tân Long,17311
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Kỳ Sơn,17314
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Hương Sơn,17317
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Kỳ Tân,17320
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Phú Sơn,17323
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Tân Hương,17325
Tỉnh Nghệ An,40,Huyện Tân Kỳ,423,Xã Nghĩa Hành,17326
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Thị trấn Anh Sơn,17329
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Thọ Sơn,17332
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Thành Sơn,17335
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Bình Sơn,17338
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Tam Sơn,17341
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Đỉnh Sơn,17344
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Hùng Sơn,17347
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Cẩm Sơn,17350
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Đức Sơn,17353
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Tường Sơn,17356
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Hoa Sơn,17357
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Tào Sơn,17359
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Vĩnh Sơn,17362
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Lạng Sơn,17365
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Hội Sơn,17368
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Thạch Sơn,17371
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Phúc Sơn,17374
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Long Sơn,17377
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Khai Sơn,17380
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Lĩnh Sơn,17383
Tỉnh Nghệ An,40,Huyện Anh Sơn,424,Xã Cao Sơn,17386
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Thị trấn Diễn Châu,17389
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Lâm,17392
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Đoài,17395
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Trường,17398
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Yên,17401
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Hoàng,17404
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Hùng,17407
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Mỹ,17410
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Hồng,17413
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Phong,17416
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Hải,17419
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Tháp,17422
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Liên,17425
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Vạn,17428
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Kim,17431
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Kỷ,17434
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Xuân,17437
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Thái,17440
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Đồng,17443
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Bích,17446
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Hạnh,17449
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Ngọc,17452
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Quảng,17455
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Nguyên,17458
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Hoa,17461
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Thành,17464
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Phúc,17467
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Cát,17476
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Thịnh,17479
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Tân,17482
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Minh Châu,17485
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Thọ,17488
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Lợi,17491
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Lộc,17494
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Trung,17497
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn An,17500
Tỉnh Nghệ An,40,Huyện Diễn Châu,425,Xã Diễn Phú,17503
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Thị trấn Yên Thành,17506
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Mã Thành,17509
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Tiến Thành,17510
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Lăng Thành,17512
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Tân Thành,17515
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Đức Thành,17518
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Kim Thành,17521
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Hậu Thành,17524
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Hùng Thành,17525
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Đô Thành,17527
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Thọ Thành,17530
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Quang Thành,17533
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Tây Thành,17536
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Phúc Thành,17539
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Hồng Thành,17542
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Đồng Thành,17545
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Phú Thành,17548
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Hoa Thành,17551
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Tăng Thành,17554
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Văn Thành,17557
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Thịnh Thành,17560
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Hợp Thành,17563
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Xuân Thành,17566
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Bắc Thành,17569
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Nhân Thành,17572
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Trung Thành,17575
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Long Thành,17578
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Minh Thành,17581
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Nam Thành,17584
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Vĩnh Thành,17587
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Lý Thành,17590
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Khánh Thành,17593
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Viên Thành,17596
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Đại Thành,17599
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Liên Thành,17602
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Bảo Thành,17605
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Mỹ Thành,17608
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Công Thành,17611
Tỉnh Nghệ An,40,Huyện Yên Thành,426,Xã Sơn Thành,17614
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Thị trấn Đô Lương,17617
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Giang Sơn Đông,17619
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Giang Sơn Tây,17620
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Lam Sơn,17623
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Bồi Sơn,17626
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Hồng Sơn,17629
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Bài Sơn,17632
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Ngọc Sơn,17635
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Bắc Sơn,17638
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Tràng Sơn,17641
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Thượng Sơn,17644
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Hòa Sơn,17647
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Đặng Sơn,17650
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Đông Sơn,17653
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Nam Sơn,17656
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Lưu Sơn,17659
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Yên Sơn,17662
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Văn Sơn,17665
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Đà Sơn,17668
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Lạc Sơn,17671
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Tân Sơn,17674
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Thái Sơn,17677
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Quang Sơn,17680
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Thịnh Sơn,17683
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Trung Sơn,17686
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Xuân Sơn,17689
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Minh Sơn,17692
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Thuận Sơn,17695
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Nhân Sơn,17698
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Hiến Sơn,17701
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Mỹ Sơn,17704
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Trù Sơn,17707
Tỉnh Nghệ An,40,Huyện Đô Lương,427,Xã Đại Sơn,17710
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Thị trấn Thanh Chương,17713
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Cát Văn,17716
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Nho,17719
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Hạnh Lâm,17722
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Sơn,17723
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Hòa,17725
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Phong Thịnh,17728
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Phong,17731
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Mỹ,17734
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Tiên,17737
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Liên,17743
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Đại Đồng,17749
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Đồng,17752
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Ngọc,17755
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Hương,17758
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Ngọc Lâm,17759
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Lĩnh,17761
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Đồng Văn,17764
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Ngọc Sơn,17767
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Thịnh,17770
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh An,17773
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Chi,17776
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Xuân Tường,17779
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Dương,17782
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Lương,17785
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Khê,17788
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Võ Liệt,17791
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Long,17794
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Thủy,17797
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Khai,17800
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Yên,17803
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Hà,17806
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Giang,17809
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Tùng,17812
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Lâm,17815
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Mai,17818
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Xuân,17821
Tỉnh Nghệ An,40,Huyện Thanh Chương,428,Xã Thanh Đức,17824
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Thị trấn Quán Hành,17827
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Văn,17830
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Yên,17833
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Tiến,17836
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Hưng,17839
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Đồng,17842
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Thiết,17845
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Lâm,17848
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Quang,17851
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Kiều,17854
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Mỹ,17857
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Phương,17860
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Thuận,17863
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Long,17866
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Xá,17869
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Hoa,17875
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Khánh Hợp,17878
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Thịnh,17881
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Công Bắc,17884
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Công Nam,17887
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Thạch,17890
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Trung,17893
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Trường,17896
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Diên,17899
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Phong,17902
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Xuân,17905
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Vạn,17911
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Phúc Thọ,17917
Tỉnh Nghệ An,40,Huyện Nghi Lộc,429,Xã Nghi Thái,17926
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Hưng,17932
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Nghĩa,17935
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Thanh,17938
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Anh,17941
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Xuân,17944
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Thái,17947
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Thị trấn Nam Đàn,17950
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Lĩnh,17953
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Giang,17956
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Xuân Hòa,17959
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Hùng Tiến,17962
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Thượng Tân Lộc,17968
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Kim Liên,17971
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Hồng Long,17977
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Xuân Lâm,17980
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Cát,17983
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Khánh Sơn,17986
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Trung Phúc Cường,17989
Tỉnh Nghệ An,40,Huyện Nam Đàn,430,Xã Nam Kim,17998
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,431,Thị trấn Hưng Nguyên,18001
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,431,Xã Hưng Trung,18004
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,431,Xã Hưng Yên,18007
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,431,Xã Hưng Yên Bắc,18008
